TID,EN,AR,CN,CNT,DE,ES,FI,FR,HE,ID,IT,JP,KR,MS,NL,PL,PT,RU,TH,TR,VI
string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
TID_DUPLICATOR_ULTI_DESC,Lola releases her Ego that mimics her every move.,تطلق لولا أناها، فيقلد كل حركاتها.,萝拉的自恋凝成魅影分身，模仿她本人的一举一动。,蘿拉的自戀凝聚成魅影，模仿她本人的一舉一動。,Lola setzt ihr Ego frei und es imitiert jede ihrer Bewegungen.,"Lola libera a su ego, que imita todos sus movimientos.","Lola vapauttaa egonsa, joka toistaa kaikki hänen liikkeensä.",Lola libère son ego qui imite le moindre de ses gestes.,"לולה משחררת את האגו שלה, המחקה כל תנועה שלה.",Lola mengerahkan Ego yang akan mengikuti semua gerakannya.,"Lola dà vita al suo ego, che copia esattamente ogni sua mossa.",彼女の強すぎる自我が本体の動きに連動する分身となって現れる。,자신의 모든 동작을 따라하는 분신을 내보냅니다.,Lola melepaskan egonya yang meniru setiap pergerakannya.,Lola bevrijdt haar ego dat al haar bewegingen nabootst.,"Lola wyzwala swoje ego, które naśladuje każdy jej ruch.","Lola materializa seu ego, que imita todos os seus movimentos.","На помощь Лоле приходит её эго, копирующее каждое её движение.",โลล่าสร้างร่างแยกที่จะลอกเลียนเธอทุกการเคลื่อนไหว,"Lola, her hareketini birebir kopyalayan Ego'sunu salar.",Lola triệu hồi Phân thân của mình và nó sẽ sao chép mọi hành động của Lola.
TID_SPEC_ABI_DUPLICATOR_1_DESC,"When down to her last round, Lola deals an extra <c00cc00><VALUE2>%</c> damage.",تلحق لولا <c00cc00><VALUE2>%</c> من الضرر الإضافي في طلقتها الأخيرة.,萝拉的最后一发弹药可以造成<c00cc00><VALUE2>%</c>的额外伤害。,蘿拉的最後一發子彈可以造成<c00cc00><VALUE2>%</c>的額外傷害。,Mit ihrem letzten Geschoss verursacht Lola <c00cc00><VALUE2> %</c> zusätzlichen Schaden.,"Cuando lanza sus últimos disparos, Lola inflige un <c00cc00><VALUE2> %</c> de daño extra.",Viimeisellä sarjallaan Lola tekee ylimääräiset <c00cc00><VALUE2> %</c> tuhoa.,"Quand elle est poussée dans ses derniers retranchements, Lola inflige <c00cc00><VALUE2> %</c> de dégâts supplémentaires.","כשהיא מגיעה לסיבוב האחרון, לולה גורמת <c00cc00>%<VALUE2></c> נוספים של נזק.","Saat amunisi miliknya hanya tersisa satu, Lola akan memberikan kerusakan ekstra sebesar <c00cc00><VALUE2>%</c>.",L'ultima raffica dell'indicatore dei colpi di Lola infligge il <c00cc00><VALUE2>%</c> dei danni in più.,残りの弾数が1発の状態で攻撃すると、敵に<c00cc00><VALUE2>％</c>の追加ダメージを与える。,마지막 남은 탄환으로 공격할 때 <c00cc00><VALUE2>%</c>의 추가 피해를 줍니다.,"Dalam pusingan terakhir, Lola melakukan <c00cc00><VALUE2>%</c> kerosakan tambahan.","Wanneer Lola nog maar één stuk munitie over heeft, richt ze <c00cc00><VALUE2>%</c> extra schade aan.","Ostatni pocisk, jaki został Loli, zadaje <c00cc00><VALUE2>%</c> więcej obrażeń.","Com o último ataque do medidor, Lola inflige <c00cc00><VALUE2>%</c> a mais de dano.",Последний заряд Лолы наносит на <c00cc00><VALUE2> %</c> больше урона.,เมื่อเหลือกระสุนนัดสุดท้าย โลล่าจะสร้างความเสียหายเพิ่มเติม <c00cc00><VALUE2>%</c>,Son mermisiyle Lola <c00cc00>%<VALUE2></c> ekstra hasar verir.,Lola sẽ gây thêm <c00cc00><VALUE2>%</c> sát thương với viên đạn cuối cùng của mình.
TID_SPEC_ABI_DUPLICATOR_2_DESC,Projectiles from Lola's Ego will heal allies that are caught in its path by <c00cc00><VALUE1></c> health.,ستعيد قذائف لولا <c00cc00><VALUE1></c> من الصحة إلى الحلفاء الذين تصادفهم في مسارها.,萝拉的魅影分身射出的星光子弹可以为路径上的友军恢复<c00cc00><VALUE1></c>生命值。,蘿拉的魅影分身射出的星光擊中友軍英雄時，可以為他們恢復<c00cc00><VALUE1></c>生命值。,Geschosse aus Lolas Ego heilen getroffene Verbündete um <c00cc00><VALUE1></c> Trefferpunkte.,Los proyectiles del ego de Lola recuperarán <c00cc00><VALUE1></c> puntos de salud a los brawlers aliados que se encuentren en su camino.,Lolan egon ammukset parantavat niiden reitille osuvia oman joukkueen rämäpäitä <c00cc00><VALUE1></c> pisteellä elinvoimaa.,Les projectiles de l'ego de Lola rendent <c00cc00><VALUE1></c> points de santé aux coéquipiers se trouvant sur leur passage.,קליעים מהאגו של לולה ירפאו בעלי ברית שנקלעים בדרכם ב-<c00cc00><VALUE1></c> בריאות.,Proyektil dari Ego milik Lola akan menyembuhkan rekan yang berada di jalurnya sebesar <c00cc00><VALUE1></c> kesehatan.,I proiettili dell'ego di Lola ripristinano <c00cc00><VALUE1></c> punti salute a quegli alleati che si trovano nella loro traiettoria.,分身から放たれる弾丸の軌道上にいる味方のHPを<c00cc00><VALUE1></c>回復する。,롤라의 분신이 쏜 탄환이 경로상에 있는 아군을 <c00cc00><VALUE1></c>만큼 회복시킵니다.,Tembakan dari ego Lola akan menyembuhkan sekutu yang berada di laluannya sebanyak <c00cc00><VALUE1></c> nilai nyawa.,"Bondgenoten die door projectielen van Lola's ego worden geraakt, krijgen <c00cc00><VALUE1></c> gezondheid terug.",Pociski wystrzeliwane przez ego Loli przywracają stojącym na ich drodze sojusznikom <c00cc00><VALUE1></c> pkt życia.,Projéteis do ego de Lola restauram <c00cc00><VALUE1></c> pontos de saúde aos aliados atingidos.,"Попадая в союзников, эго Лолы восстанавливает им <c00cc00><VALUE1></c> очков здоровья.",กระสุนจากร่างแยกของโลล่าจะเพิ่มพลังชีวิตพันธมิตรที่อยู่ในเส้นทางเป็นจำนวน <c00cc00><VALUE1></c> หน่วย,"Lola'nın Ego'sunun atışları, isabet ettiği takım arkadaşlarını <c00cc00><VALUE1></c> puan iyileştirir.",Loạt đạn do Phân thân của Lola bắn ra sẽ hồi <c00cc00><VALUE1></c> máu cho đồng đội đang ở trong tầm.
TID_ACCESSORY_DUPLICATOR_GADGET_DESC,Lola's Ego stops moving to strike a pose! Gaining a <c00cc00><VALUE1>%</c> shield for <c00cc00><VALUE2></c> seconds.,يتوقف أنا لولا عن الحركة ليتخذ وضعية معينة، فتحصل على درع نسبته <c00cc00><VALUE1>%</c> لمدة <c00cc00><VALUE2></c> ث.,萝拉的魅影分身停止移动，摆出妖娆造型！魅影分身获得一个护盾，使其受到的伤害减少<c00cc00><VALUE1>%</c>，持续<c00cc00><VALUE2></c>秒。,蘿拉的魅影分身停止移動，擺出招牌拍照姿勢！魅影分身獲得一個護盾，使其受到的傷害減少<c00cc00><VALUE1>%</c>，持續<c00cc00><VALUE2></c>秒。,Lolas Ego bleibt stehen und nimmt eine Pose ein! Lola erhält <c00cc00><VALUE2></c> Sekunden lang einen Schild von <c00cc00><VALUE1> %</c>.,El ego de Lola se detiene para posar ante las cámaras. Lola adquiere un escudo de un <c00cc00><VALUE1> %</c> durante <c00cc00><VALUE2></c> segundos.,"Lolan ego pysähtyy poseeraamaan, ja Lola saa <c00cc00><VALUE1> %:n</c> suojan <c00cc00><VALUE2></c> sekunnin ajaksi.",L'ego de Lola s'immobilise pour prendre la pose. Lola gagne un bouclier de <c00cc00><VALUE1> %</c> pendant <c00cc00><VALUE2></c> seconde(s).,האגו של לולה עוצר כדי לעשות פוזה! הוא צובר <c00cc00>%<VALUE1></c> מגן למשך <c00cc00><VALUE2></c> שניות.,"Sembari berpose, Ego Lola akan berhenti bergerak untuk mengaktifkan perisai sebesar <c00cc00><VALUE1>%</c> selama <c00cc00><VALUE2></c> detik.","L'ego di Lola si ferma e si mette in posa, attivando uno scudo di <c00cc00><VALUE2></c> secondi che riduce i danni ricevuti del <c00cc00><VALUE1>%</c>.",分身が動きを止めてポーズを決めると、<c00cc00><VALUE2></c>秒間にわたってシールドが発動し、分身の受けるダメージを<c00cc00><VALUE1>％</c>低減する。,"롤라의 분신이 이동을 멈추고, <c00cc00><VALUE2></c>초 동안 <c00cc00><VALUE1>%</c>의 피해 감소 보호막을 얻습니다.",Ego Lola berhenti bergerak untuk melagakkan gaya! Mendapat <c00cc00><VALUE1>%</c> perisai selama <c00cc00><VALUE2></c> saat.,Lola's ego stopt om te poseren! Hierdoor krijgt het <c00cc00><VALUE2></c> seconden lang een schild dat de opgelopen schade met <c00cc00><VALUE1>%</c> vermindert.,"Ego Loli przestaje się ruszać, aby pozować! Pozwala to zyskać <c00cc00><VALUE1>%</c> tarczy na <c00cc00><VALUE2></c> s.","O ego de Lola para tudo, faz uma pose e recebe uma proteção de <c00cc00><VALUE1>%</c> por <c00cc00><VALUE2></c> segundos.","Эго Лолы замирает, позируя для папарацци, и получает <c00cc00><VALUE1>-процентный</c> защиту от урона на <c00cc00><VALUE2></c> с.",ร่างแยกของโลล่าหยุดเคลื่อนที่เพื่อโพสท่า! สร้างโล่ป้องกัน <c00cc00><VALUE1>%</c> เป็นเวลา <c00cc00><VALUE2></c> วินาที,"Lola'nın Ego'su durup poz verir! Lola, <c00cc00><VALUE2></c> saniyeliğine <c00cc00>%<VALUE1></c> kalkan kazanır.","Phân thân của Lola sẽ dừng lại để tạo dáng chụp hình, và được nhận khiên chắn <c00cc00><VALUE1>%</c> trong <c00cc00><VALUE2></c> giây."
TID_CHOLLA_SKIN,CHOLA,تشولا,酷辣萝拉,街頭小太妹,CHOLA,CHOLA,CHOLA,CHOLA,צ‘ולה,CHOLA,LOLA CHICANA,ヒップホップ ローラ,촐라 롤라,CHOLA,CHOLA,CHOLA,ROCK AND LOLA,ЧОЛА,โชล่า,SERSERİ LOLA,CHOLA
TID_CHOLLA_SKIN_SHOP,CHOLA,تشولا,酷辣萝拉,街頭小太妹,CHOLA,CHOLA,CHOLA,CHOLA,צ‘ולה,CHOLA,LOLA CHICANA,ヒップホップ\nローラ,촐라 롤라,CHOLA,CHOLA,CHOLA,ROCK AND LOLA,ЧОЛА,โชล่า,SERSERİ LOLA,CHOLA
TID_ACCESSORY_BLOCKED_REQUIRES_DUPLICATE,Lola's Ego required!,يلزم وجود أنا لولا!,需要召唤魅影分身！,請先召喚魅影分身！,Lolas Ego erforderlich!,¡Requiere el ego de Lola!,Lolan ego tarvitaan!,L'ego de Lola n'est pas là.,נדרש האגו של לולה!,Lola memerlukan Ego!,Prima attiva l'ego di Lola.,必殺技を発動してください！,롤라의 분신이 필요합니다!,Memerlukan Ego Lola!,Lola's ego is vereist!,Wymagane jest ego Loli!,É preciso ativar o ego da Lola!,Требуется эго Лолы!,ต้องการร่างแยกของโลล่า!,Lola'nın Ego'su gerekiyor!,Cần có Phân thân của Lola!
TID_ACCESSORY_BLOCKED_DUPLICATE_TOO_FAR,Lola's Ego is too far away!,أنا لولا بعيد جدًا!,魅影分身距离太远！,魅影分身太遠了！,Lolas Ego ist zu weit weg!,¡El ego de Lola está demasiado lejos!,Lolan ego on liian kaukana!,L'ego de Lola est trop loin.,האגו של לולה רחוק מדי!,Ego Lola terlalu jauh!,L'ego di Lola è troppo distante.,分身の位置が遠すぎます！,롤라의 분신이 너무 멀리 있습니다!,Ego Lola terlalu jauh!,Lola's ego is te ver weg!,Ego Loli jest za daleko!,O ego da Lola está muito longe!,Эго Лолы слишком далеко!,ร่างแยกของโลล่าอยู่ไกลเกินไป!,Lola'nın Ego'su çok uzak!,Phân thân của Lola đang ở quá xa!
TID_DUPLICATOR,LOLA,لولا,萝拉,蘿拉,LOLA,LOLA,LOLA,LOLA,לולה,LOLA,LOLA,ローラ,롤라,LOLA,LOLA,LOLA,LOLA,ЛОЛА,โลล่า,LOLA,LOLA
