"Name","RefCount"
"string","int"
"sc/effects.sc",5580
"sc/effects_brawler.sc",64529
"sc/effects_brawler2.sc",814
"sc/effects_brawler_8bit.sc",192
"sc/effects_brawler_alli.sc",129
"sc/effects_brawler_amber.sc",297
"sc/effects_brawler_angelo.sc",183
"sc/effects_brawler_ash.sc",83
"sc/effects_brawler_barley.sc",120
"sc/effects_brawler_bea.sc",87
"sc/effects_brawler_belle.sc",98
"sc/effects_brawler_berry.sc",137
"sc/effects_brawler_bibi.sc",68
"sc/effects_brawler_bo.sc",123
"sc/effects_brawler_bolt.sc",63
"sc/effects_brawler_bonnie.sc",115
"sc/effects_brawler_brock.sc",226
"sc/effects_brawler_bull.sc",199
"sc/effects_brawler_buster.sc",25
"sc/effects_brawler_buzz.sc",78
"sc/effects_brawler_byron.sc",145
"sc/effects_brawler_carl.sc",106
"sc/effects_brawler_charlie.sc",140
"sc/effects_brawler_chester.sc",152
"sc/effects_brawler_chuck.sc",12
"sc/effects_brawler_clancy.sc",81
"sc/effects_brawler_colette.sc",136
"sc/effects_brawler_colt.sc",72
"sc/effects_brawler_cordelius.sc",37
"sc/effects_brawler_crow.sc",309
"sc/effects_brawler_damian.sc",74
"sc/effects_brawler_darryl.sc",44
"sc/effects_brawler_doug.sc",112
"sc/effects_brawler_draco.sc",43
"sc/effects_brawler_dynamike.sc",153
"sc/effects_brawler_edgar.sc",128
"sc/effects_brawler_elprimo.sc",128
"sc/effects_brawler_emz.sc",71
"sc/effects_brawler_fang.sc",154
"sc/effects_brawler_finx.sc",282
"sc/effects_brawler_frank.sc",212
"sc/effects_brawler_gale.sc",169
"sc/effects_brawler_gene.sc",53
"sc/effects_brawler_gigi.sc",165
"sc/effects_brawler_glowbert.sc",135
"sc/effects_brawler_gray.sc",199
"sc/effects_brawler_griff.sc",174
"sc/effects_brawler_grom.sc",86
"sc/effects_brawler_gus.sc",262
"sc/effects_brawler_hank.sc",17
"sc/effects_brawler_jacky.sc",47
"sc/effects_brawler_jaeyong.sc",217
"sc/effects_brawler_janet.sc",111
"sc/effects_brawler_jessie.sc",82
"sc/effects_brawler_juju.sc",351
"sc/effects_brawler_kaze.sc",161
"sc/effects_brawler_kenji.sc",145
"sc/effects_brawler_kit.sc",20
"sc/effects_brawler_koji.sc",82
"sc/effects_brawler_larrylawrie.sc",88
"sc/effects_brawler_leon.sc",186
"sc/effects_brawler_lily.sc",127
"sc/effects_brawler_lou.sc",77
"sc/effects_brawler_lumi.sc",277
"sc/effects_brawler_maisie.sc",32
"sc/effects_brawler_mandy.sc",133
"sc/effects_brawler_max.sc",63
"sc/effects_brawler_meeple.sc",52
"sc/effects_brawler_meg.sc",631
"sc/effects_brawler_melodie.sc",172
"sc/effects_brawler_mico.sc",119
"sc/effects_brawler_mina.sc",397
"sc/effects_brawler_moe.sc",136
"sc/effects_brawler_mortis.sc",82
"sc/effects_brawler_mrp.sc",59
"sc/effects_brawler_najia.sc",104
"sc/effects_brawler_nani.sc",98
"sc/effects_brawler_nita.sc",155
"sc/effects_brawler_ollie.sc",50
"sc/effects_brawler_otis.sc",124
"sc/effects_brawler_pam.sc",16
"sc/effects_brawler_pearl.sc",46
"sc/effects_brawler_penny.sc",266
"sc/effects_brawler_pierce.sc",183
"sc/effects_brawler_piper.sc",366
"sc/effects_brawler_poco.sc",132
"sc/effects_brawler_rico.sc",263
"sc/effects_brawler_rosa.sc",16
"sc/effects_brawler_rt.sc",58
"sc/effects_brawler_ruffs.sc",36
"sc/effects_brawler_sam.sc",83
"sc/effects_brawler_sandy.sc",68
"sc/effects_brawler_shade.sc",142
"sc/effects_brawler_shelly.sc",92
"sc/effects_brawler_sirius.sc",83
"sc/effects_brawler_spike.sc",253
"sc/effects_brawler_sprout.sc",329
"sc/effects_brawler_squeak.sc",53
"sc/effects_brawler_stella.sc",66
"sc/effects_brawler_stu.sc",37
"sc/effects_brawler_surge.sc",137
"sc/effects_brawler_tara.sc",236
"sc/effects_brawler_tick.sc",165
"sc/effects_brawler_trunk.sc",334
"sc/effects_brawler_wendy.sc",107
"sc/effects_brawler_willow.sc",136
"sc/effects_brawler_ziggy.sc",131
"sc/ui.sc",20
