"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string"
"TID_INBOX_CAPTION_85","Revocation of <AMOUNT> Gems","سحب <AMOUNT> من الجواهر","扣除<AMOUNT>宝石","扣除<AMOUNT>寶石","Widerruf von <AMOUNT> Juwelen","Revocación de <AMOUNT> gemas","<AMOUNT> jalokiven poisto","Révocation de <AMOUNT> gemmes","פסילת <AMOUNT> יהלומים","Penarikan <AMOUNT> Permata","Revoca di <AMOUNT> gemme","エメラルドを<AMOUNT>個削除","보석 x <AMOUNT> 회수","Pembatalan <AMOUNT> Permata","Aftrek van <AMOUNT> edelstenen","Odwołanie <AMOUNT> klejnotów","Revogação de <AMOUNT> gemas","Списаны кристаллы (<AMOUNT>)","การเพิกถอนอัญมณี <AMOUNT> เม็ด","<AMOUNT> elmasın iptali","Thu hồi <AMOUNT> Ngọc"
"TID_TOP_TOOL_TIP_3","<c0ed12d>Gems</c> are used to buy Boxes, Skins and other things from the Shop.\n\nGet Gems from Brawl Pass rewards or purchase from the Shop with real money.","<c0ed12d>الجواهر</c> تستخدم لشراء الصناديق، والمظاهر، والعناصر الأخرى من المتجر.\n\nاحصل على الجواهر من مكافآت Brawl Pass أو بشرائها من المتجر باستخدام المال الحقيقي.","<c0ed12d>宝石</c>可用于购买商店中的宝箱、英雄皮肤或其他物品。\n\n宝石可以通过乱斗主题季奖励获得，也可以使用真实货币在商店中购买。","<c0ed12d>寶石</c>可用於購買商店中的寶箱、英雄造型或其他物品。\n\n寶石可透過亂鬥主題季獎勵獲得，也可以使用真實貨幣在商店中購買。","Mit <c0ed12d>Juwelen</c> kannst du Boxen, Skins und andere Dinge im Shop kaufen.\n\nDu bekommst sie als Brawlpass-Belohnungen oder kannst sie für Echtgeld im Shop kaufen.","Las <c0ed12d>gemas</c> sirven para comprar cajas, aspectos y otros artículos en la tienda.\n\nPuedes conseguir gemas en las recompensas del Brawl Pass o comprarlas en la tienda con dinero real.","<c0ed12d>Jalokivillä</c> voit ostaa lippaita, asuja ja muita kaupan tuotteita.\n\nHanki jalokiviä Brawl Pass -palkintoina tai osta niitä kaupasta oikealla rahalla.","Les <c0ed12d>gemmes</c> servent à acheter des boîtes, des skins et autres dans le magasin.\n\nGagnez des gemmes dans les récompenses de Pass Brawl ou achetez-les avec de l'argent réel.","<c0ed12d>יהלומים</c> משמשים לקניית תיבות ודברים אחרים מהחנות.\n\nאפשר להשיג יהלומים מפרסי Brawl Pass או לקנות אותם מהחנות תמורת כסף אמיתי.","<c0ed12d>Permata</c> digunakan untuk membeli Kotak, Kostum, dan konten lainnya di Toko.\n\nPermata bisa diraih dari hadiah Brawl Pass atau dibeli di Toko dengan uang sungguhan.","Le <c0ed12d>gemme</c> servono a comprare casse, skin e altri articoli dal negozio.\n\nOttienile dalle ricompense del Brawl Pass o acquistale nel negozio con valuta reale.","<c0ed12d>エメラルド</c>は、ボックスやスキンなど、ショップの商品を購入する際に使います。\n\nブロスタパス報酬から入手、またはショップから現金で購入できます。","<c0ed12d>보석</c>은 상점에서 상자, 스킨 등을 구매하는 데 사용됩니다.\n\n브롤 패스 보상에서 보석을 획득하거나 상점에서 구매하세요!","<c0ed12d>Permata</c> digunakan untuk beli kotak, kulit dan benda-benda lain dari kedai.\n\nDapatkan permata dari ganjaran Brawl Pass atau beli dari kedai dengan wang sebenar.","<c0ed12d>Edelstenen</c> worden gebruikt om dozen, skins en andere dingen te kopen in de winkel.\n\nVerzamel edelstenen via de Brawl Pass of koop ze in de winkel met echt geld.","<c0ed12d>Klejnoty</c> służą do kupowania skrzynek, przebrań i innych przydatnych rzeczy w sklepie.\n\nZdobywaj klejnoty jako nagrody za Karnet Zadymiarski lub kupuj je w sklepie za prawdziwe pieniądze.","As <c0ed12d>gemas</c> são usadas para comprar caixas, visuais e outros itens na loja.\n\nEncontre gemas nas recompensas do Brawl Pass ou compre-as na loja.","<c0ed12d>Кристаллы</c> нужны, чтобы покупать ящики, скины и другие предметы в магазине.\n\nКристаллы можно найти среди наград Brawl Pass или купить в магазине за реальные деньги.","<c0ed12d>อัญมณี</c>ใช้เพื่อซื้อกล่อง สกิน และสินค้าอื่นๆ จากร้านค้า\n\nหาอัญมณีได้จากรางวัล Brawl Pass หรือซื้อจากร้านค้าด้วยเงินจริง","<c0ed12d>Elmaslar</c> dükkandan savaş kutuları, yeni kostümler ve başka şeyler almak için kullanılır.\n\nElmasları Brawl Pass ödüllerinden kazanabilir veya gerçek para karşılığı satın alabilirsin.","<c0ed12d>Ngọc</c> được sử dụng để mua các Hộp, Trang phục và các nội dung khác từ Cửa hàng.\n\nBạn có thể kiếm Ngọc từ Vé Brawl Pass hoặc mua chúng từ Cửa hàng bằng tiền thật."
"TID_GEM_BUY_CONFIRMATION","<AMOUNT> Gems received!","تلقيت <AMOUNT> من الجواهر!","已收到<AMOUNT>宝石！","已收到<AMOUNT>寶石！","<AMOUNT> Juwelen erhalten!","¡Has recibido <AMOUNT> gemas!","<AMOUNT> jalokiveä vastaanotettu!","<AMOUNT> gemmes reçues","קיבלת <AMOUNT> יהלומים!","<AMOUNT> Permata diterima!","<AMOUNT> gemme ricevute!","エメラルドを<AMOUNT>個受け取りました！","보석 <AMOUNT>개를 받았습니다!","<AMOUNT> permata diterima!","<AMOUNT> edelstenen ontvangen!","Otrzymane klejnoty: <AMOUNT>!","<AMOUNT> gemas recebidas!","Получены кристаллы (<AMOUNT>)!","ได้รับอัญมณี <AMOUNT> เม็ดแล้ว!","<AMOUNT> elmas alındı!","Đã nhận <AMOUNT> ngọc!"
"TID_SUPPORT_CREATOR_POPUP_TEXT","Support your favorite Creator. Any gems you spend will help support this Creator.","ادعم منشئ المحتوى المفضل لديك. ستساهم أي جواهر تنفقها في دعم منشئ المحتوى هذا.","支持您最爱的创作者，您花费的宝石会为该创作者送去一份支持。","支持你最愛的創作者，你在遊戲中所花費的寶石將為創作者帶來支持。","Jegliche Juwelen, die du ausgibst, unterstützen deinen Lieblings-Content-Creator!","Todas las gemas que gastes en el juego ayudarán a apoyar a tu creador de contenido favorito.","Tue suosikkisisällöntuottajaasi! Pelissä käyttämilläsi jalokivillä olet mukana sponsoroimassa sisällöntuottajaa.","Soutenez le créateur de vos contenus préférés en dépensant des gemmes.","תמוך ביוצר החביב עליך. כל היהלומים שתנצל יעזרו לתמוך בו.","Dukung Kreator favoritmu. Permata yang kamu belanjakan akan membantu mendukung Kreator ini.","Aiuta il tuo creatore di contenuti preferito spendendo le gemme.","お気に入りのクリエイターを支援しましょう。エメラルドを使用すると、このクリエイターの支援になります。","가장 좋아하는 크리에이터를 후원하세요. 보석을 사용하면 해당 크리에이터의 후원을 도울 수 있습니다.","Sokong pencipta kegemaran anda. Sebarang permata yang anda gunakan akan bantu menyokong pencipta ini.","Steun je favoriete contentmaker. Alle edelstenen die je uitgeeft, steunen deze maker.","Pomóż ulubionemu autorowi. Wydając klejnoty, wspierasz wybraną osobę.","Apoie o seu criador favorito. As gemas gastas ajudarão a apoiar esse criador de conteúdo.","Поддержи любимого автора. Все потраченные тобой кристаллы помогут этому автору.","สนับสนุนผู้สร้างคอนเทนต์คนโปรดของคุณ อัญมณีทุกเม็ดที่คุณใช้จะนำไปช่วยสนับสนุนผู้สร้างคอนเทนต์คนนี้","En sevdiğin içerik üreticisine destek ol. Harcadığın her elmas bu içerik üreticisine destek olacak.","Hãy ủng hộ Nhà tạo nội dung bạn ưa thích. Số ngọc bạn dùng sẽ góp phần ủng hộ cho họ."
"TID_BLOWER_DESC","Gale is a tireless handyman who gets no rest. With his blower, he blasts foes with a wide shot of wind and snow, while his Super pushes them back with a forceful blizzard!","جايل عامل ماهر ودؤوب. يطلق صوب أعدائه رياحًا وثلجًا باستخدام منفاخه، وعند تنفيذ الزخم، يدفعهم إلى الوراء بعاصفة ثلجية قوية.","格尔是一位精力充沛的勤杂工，他可以用鼓风机发射一大排雪球攻击敌人，他的超级技能是吹出强劲的暴风雪推开敌人。","格爾是一位精力充沛的雜務工，他可以發射一排大範圍的雪球攻擊敵人，他的超級技能是製造出強勁的暴風雪推開敵人。","Gale ist ein unermüdlicher Tausendsassa, der sich keine Pause gönnt. Er beschießt Gegner mit einem weit gefächerten Schuss aus seiner Schneekanone. Sein Superskill stößt sie mit einem Riesenblizzard zurück!","Gale es un incansable manitas que no puede parar quieto. Gracias a su soplador, se deshace de los enemigos con una nevasca mientras su súper los empuja hacia atrás con una contundente ventisca.","Gale on uupumaton työmyyrä, joka ei levosta piittaa. Hän hyökkää ampumalla laajaa lumista myrskytuulta lehtipuhaltimellaan. Hänen supervoimansa on raju lumimyräkkä, joka työntää vastustajia taaksepäin!","Gaël est un factotum infatigable. Il tire des trombes de vent glacé sur ses ennemis et son super les repousse grâce à une bourrasque à couper le souffle.","גייל הוא שיפוצניק שלא נח לרגע. עם המפציץ שלו הוא מפציץ את האויבים עם ירייה חזקה של רוח ושלג ותכונת הסופר שלו הודפת אותם לאחור עם סופת שלג עצומה!","Gale adalah pekerja serbabisa yang tak kenal lelah. Selain menyerang lawan dengan tembakan angin dan bola salju, dia juga hadir dengan kekuatan Super berupa badai salju dahsyat yang akan menghantam mundur lawan!","Gelindo è un tuttofare instancabile che col suo attacco sforacchia gli avversari con una rosa di pallettoni fatti di neve e vento, mentre con la super li sbalza all'indietro con una bufera di neve.","便利屋のゲイルは、疲れ知らずの働き者だ。広範囲に風雪を起こして攻撃し、必殺技の凄まじい突風で敵を吹き飛ばす！","휴식 불필요! 게일은 지칠 줄 모르는 일꾼입니다. 넓은 범위에 눈덩이를 뿌려 적을 공격하고 특수 공격으로 거대한 눈보라를 일으켜 적들을 뒤로 밀어냅니다.","Gale ialah pekerja rencam yang tidak kenal penat lelah. Dia menyerang musuh dengan meniupkan angin dan salji yang berjulat besar menggunakan peniup, manakala Supernya menolak mereka dengan tiupan angin kencang!","Gale is een onvermoeibare klusjesman die geen rust neemt. Hij bestookt vijanden met een vlaag van wind en sneeuw en met zijn super duwt hij ze terug door middel van een krachtige sneeuwstorm!","Gale to nieznający spoczynku, niezmordowany pomocnik. Przeciwników smaga wichrem i śnieżycą za pomocą swojej dmuchawy, a jego superatak odpycha wrogów potężną burzą śnieżną.","Gale é do tipo que sabe fazer tudo e não se cansa nunca. Ele ataca com disparos amplos de vento e neve, e seu Super empurra os inimigos com uma forte nevasca!","Гэйл — мастер на все руки! Он атакует врагов широким потоком воздуха со снегом, а его Супер отбрасывает противников назад.","เกลคือช่างซ่อมบำรุงผู้ไม่เคยเหนื่อยล้าและทำงานโดยไม่พักผ่อน เขาใช้เครื่องเป่าลมยิงศัตรูด้วยด้วยลมและหิมะ ส่วนท่าไม้ตายของเขาคือการผลักศัตรูไปด้านหลังด้วยพายุหิมะ!","Gale yorulmak nedir bilmeyen çalışkan bir tamirci. Üfleme makinesiyle düşmanlarına geniş menzilli kar ve rüzgar atışı yapar. Süper saldırısıyla da devasa bir kar fırtınası çıkarıp düşmanlarını geri iter.","Gale là một người thợ siêng năng, không biết mệt mỏi và không bao giờ chịu nghỉ ngơi. Với chiếc máy thổi của mình, ông ta thổi bay kẻ thù bằng một luồng gió và tuyết có phạm vi rộng, trong khi Tuyệt chiêu của ông ta có thể đẩy lui mọi kẻ địch bằng một cơn bão tuyết dữ dội!"
"TID_CONTROLLER_WEAPON_DESC","Nani shoots 3 light orbs that move at different angles and converge towards aimed targets.","تطلق ناني 3 كرات ضوئية تتحرك بزوايا مختلفة وتجتمع باتجاه الهدف.","纳妮朝3个方向发射光球，这些光球最后会在目标位置汇聚。","納妮朝3個方向發射光球，這些光球最後會在目標位置匯聚。","Nani verschießt 3 Lichtkugeln in verschiedene Richtungen, die daraufhin zum Zielpunkt ihrer Attacke fliegen.","Nani dispara 3 orbes de luz que se mueven en ángulos diferentes y convergen contra los objetivos.","Nani ampuu kolme valopalloa, jotka liikkuvat eri kulmissa ja palaavat yhteen kohteessaan.","Nani tire 3 orbes lumineux qui se déplacent selon des angles différents et qui convergent sur sa cible.","נאני יורה שלושה כדורי אור שנעים בזוויות שונות ומתכנסים אל מטרות מכוונות.","Nani menembakkan 3 bola cahaya yang menyebar lalu terpusat di titik sasaran.","Iris spara tre piccole sfere d'energia che fuoriescono ad angolazioni diverse e convergono verso gli obiettivi.","屈折しながら飛ぶ光球を、3方向に発射する。3つの光球は狙った目標の位置で合流する。","서로 다른 각도로 움직이고 끝에서 모이는 3개의 빛의 구슬을 발사합니다.","Nani menembak 3 bola bercahaya yang bergerak pada sudut berbeza dan bertumpu ke arah disasarkan.","Nani vuurt drie lichtbollen af die in verschillende richtingen bewegen en samenkomen wanneer ze hun doel bereiken.","Nani wypuszcza 3 kule świetlne pod różnymi kątami, zbiegające na końcu w celu.","Nani dispara três esferas em direções diferentes que se convergem nos alvos.","Нани стреляет в разных направлениях тремя световыми сферами, траектории которых сходятся у цели.","นานิยิงลูกบอลไฟ 3 ลูกซึ่งเคลื่อนที่ไปคนละทิศทางก่อนจะมาบรรจบพุ่งใส่เป้าหมายที่เล็งไว้","Nani, farklı açılarla ilerleyen üç ışık küresi ateşler, bu küreler hedefe yaklaştıkça birleşir.","Nani bắn 3 quả cầu ánh sáng di chuyển ở các góc khác nhau và hội tụ về phía mục tiêu đã được nhắm."
"TID_ACCESSORY_CONTROLLER_EXPLODE_DESC","Nani detonates Peep and teleports to his last location.","تفجر ناني بيب وتتنقل فوريًا إلى مكانه.","纳妮引爆皮皮，然后传送至皮皮刚才所在的位置。","納妮引爆皮皮，然後傳送至皮皮所在的位置。","Nani detoniert Peep und teleportiert sich zu ihm.","Nani detona a Peep y se teletransporta a la última ubicación de Peep.","Nani räjäyttää Peepin ja siirtää itsensä sinne, missä Peep viimeksi oli.","Nani fait exploser Bip et se téléporte là où il se trouvait en dernier.","נאני מפוצצת את פיפ ומשגרת אותו למיקום האחרון שלו.","Nani meledakkan Peep dan berteleportasi ke lokasi terakhir Peep.","Iris fa detonare Bip e si teletrasporta nel punto in cui esplode.","ナーニはピープを起爆させ、ピープが最後にいた場所にテレポートする。","피프를 폭발시킨 후 피프가 있던 곳으로 순간이동합니다.","Nani meletupkan Peep dan teleport ke lokasi terakhirnya.","Nani laat Piep ontploffen en teleporteert naar zijn laatste locatie.","Nani eksploduje Peepa i teleportuje się do jego ostatniej lokalizacji.","Nani explode Peep e se teletransporta até a última localização dele.","Нани взрывает Пипа и телепортируется на его место.","นานิปลดชนวนระเบิดปิ๊ป และวาร์ปไปยังตำแหน่งสุดท้ายที่ปิ๊ปอยู่","Nani, Peep'i patlatır ve Peep'in patladığı yere ışınlanır.","Nani kích nổ Peep và dịch chuyển đến vị trí cuối cùng của nó."
"TID_SHOP_OFFER_INFO_21","Pack contains 2 Common Pins and 1 Rare or Epic Pin for any unlocked Brawler, with these probabilities:\nRare Pin: <Rare>%\nEpic Pin: <Epic>%","تحتوي الباقة على تعبيرين شائعين وتعبير واحد نادر أو استثنائي لأي من الأبطال المفتوحين لديك، وهذا وفقًا للاحتمالات التالية:\nتعبير نادر: <Rare>%\nتعبير استثنائي: <Epic>%","包含任意已解锁英雄的2款普通表情和1款稀有或史诗表情，概率如下：\n稀有表情：<Rare>%\n史诗表情：<Epic>%","包含任意已解鎖英雄的2款普通表情和1款稀有或史詩表情，機率如下：\n稀有表情：<Rare>%\n史詩表情：<Epic>%","Das Paket enthält 2 gewöhnliche Pins und 1 seltenen oder epischen Pin für freigeschaltete Brawler. Die Wahrscheinlichkeiten dafür lauten wie folgt:\nSeltener Pin: <Rare> %\nEpischer Pin: <Epic> %","El lote contiene 2 reacciones comunes y 1 especial o épica de cualquier brawler que hayas desbloqueado. Estas son las probabilidades de cada calidad:\nReacción especial: <Rare> %\nReacción épica: <Epic> %","Paketti sisältää 2 yleistä merkkiä ja 1 harvinaisen tai eeppisen merkin jollekin avaamistasi rämäpäistä seuraavilla todennäköisyyksillä:\nharvinainen merkki: <Rare> %\neeppinen merkki: <Epic> %.","Pour tout brawler débloqué, le pack contient 2 émoticônes  communes, et 1 émoticône rare ou épique pour un brawler débloqué, selon les probabilités suivantes.\nRare : <Rare> %\nÉpique : <Epic> %","החבילה כוללת 2 סיכות נפוצות וסיכה אחת נדירה או אדירה לכל בראולר שפתחת, עם הסיכויים הבאים:\nסיכה נדירה: %<Rare>\nסיכה אדירה: %<Epic>","Paket berisi 2 Pin Umum dan 1 Pin Langka atau Epik untuk Jagoan yang sudah dibuka. Peluang membuka sebagai berikut:\nPin Langka: <Rare>%\nPin Epik: <Epic>%","Il pacchetto contiene due reazioni comuni e una rara o epica di qualsiasi brawler tra quelli sbloccati, in base alle seguenti probabilità.\nReazione rara: <Rare>%\nReazione epica: <Epic>%","パックには、アンロック済みのキャラクターのノーマルピンズ2つと、レアピンズまたはハイパーレアピンズ1つがランダムで入っています。入手確率は次の通りです。\nレアピンズ：<Rare>%\nハイパーレアピンズ：<Epic>%","잠금 해제한 무작위 브롤러의 일반 핀 2개와 희귀 또는 영웅 핀 1개가 들어있습니다. 획득 확률:\n희귀 핀: <Rare>%\n영웅 핀: <Epic>%","Pek mengandungi 2 Pin Biasa dan 1 Pin Jarang atau Epik untuk sebarang Brawler yang telah dibuka kunci, dengan kebarangkalian ini:\nPin Jarang: <Rare>%\nPin Epik: <Epic>%","Dit pakket bevat 2 gewone reacties en 1 zeldzame of epische reactie voor een ontgrendelde knokker. De waarschijnlijkheden zijn als volgt:\nZeldzame reactie: <Rare>%\nEpische reactie: <Epic>%","Pakiet zawiera 2 zwykłe odznaki i 1 rzadką lub epicką odznakę dla dowolnego z odblokowanych Zadymiarzy. Prawdopodobieństwo otrzymania danej odznaki wygląda następująco:\nRzadka odznaka: <Rare>%\nEpicka odznaka:<Epic>%","O pacote contém 2 reações comuns e 1 reação rara ou épica para qualquer Brawler desbloqueado, de acordo com as seguintes probabilidades:\nReação rara: <Rare>%\nReação épica: <Epic>%","В наборе 2 обычных значка и 1 редкий или эпический значок для любого из разблокированных бойцов. Шансы получения:\nредкий значок — <Rare> %;\nэпический значок — <Epic> %.","แพ็คมีอีโมจิคอมมอน 2 แบบและอีโมจิแรร์หรืออีปิค 1 แบบสำหรับบรอว์เลอร์ใดก็ตามที่คุณปลดล็อคแล้ว มีความเป็นไปได้ที่จะได้รับ:\nอีโมจิแรร์: <Rare>%\nอีโมจิอีปิค: <Epic>%","Bu pakette, açtığın herhangi bir savaşçı için 2 sıradan rozet ve 1 ender ya da destansı rozet bulunur. Çıkma ihtimalleri şöyledir:\nEnder rozet: %<Rare>\nDestansı rozet: %<Epic>","Gói này có chứa 2 Huy hiệu Thường và 1 Huy hiệu Hiếm hoặc Quý hiếm cho bất kỳ Chiến binh Brawl nào đã được mở khóa, với các xác suất như sau:\nHuy hiệu Hiếm: <Rare>%\nHuy hiệu Quý hiếm: <Epic>%"
"TID_INBOX_CAPTION_73","Donation: Brawl Pass","تبرع: Brawl Pass","补偿：乱斗金券","補償：亂鬥通行券","Spende: Brawlpass","Donación: Brawl Pass","Lahja: Brawl Pass","Don : Pass Brawl","תרומה: Brawl Pass","Pemberian: Brawl Pass","Donazione del Brawl Pass","寄付：ブロスタパス","지원: 브롤 패스","Pemberian: Brawl Pass","Donatie: Brawl Pass","Podarunek: Karnet Zadymiarski","Doação: Brawl Pass","Вы получаете Brawl Pass","การบริจาค: Brawl Pass","Hediye: Brawl Pass","Quà tặng: Vé Brawl Pass"
