"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string","string"
"TID_DUELIST_ULTI_DESC","Cordelius shoots a Shadow Mushroom that passes through walls and on hit transfers the target and him to the Shadow Realm for <c00cc00><VALUE1></c> seconds. Cordelius has <c00cc00><VALUE2>%</c> higher movement speed and <c00cc00><VALUE3>%</c> faster reload speed in the Shadow Realm.","يطلق كورديليوس فطر الظل الذي يعبر الجدران، وعند الإصابة ينقله وهدفه إلى مجال الظل لمدة <c00cc00><VALUE1></c> ث. يتمتع كورديليوس بسرعة حركة أعلى بنسبة <c00cc00><VALUE2>%</c> وسرعة تعبئة أسرع بنسبة <c00cc00><VALUE3>%</c> في مجال الظل.","科迪琉斯发射一朵可以穿透墙壁的暗影蘑菇，将目标和自己都迁移到暗影世界，决斗<c00cc00><VALUE1></c>秒。在暗影世界中，科迪琉斯的移动速度提升<c00cc00><VALUE2>%</c>，装弹速度提升<c00cc00><VALUE3>%</c>。","康迪留斯發射1朵可以穿透牆壁的暗影蘑菇，將目標和自己都轉移到暗影世界展開決鬥。蘑界決鬥會在<c00cc00><VALUE1></c>秒後結束。在暗影世界中，康迪留斯的移動速度提升<c00cc00><VALUE2>%</c>，裝彈速度提升<c00cc00><VALUE3>%</c>。","Cordelius verschießt einen Schattenpilz, der Wände durchdringt und ihn sowie den getroffenen Gegner <c00cc00><VALUE1></c> Sekunden lang in eine Schattenwelt befördert. In der Schattenwelt verfügt Cordelius über <c00cc00><VALUE2> %</c> höheres Bewegungstempo und <c00cc00><VALUE3> %</c> schnellere Nachladegeschwindigkeit.","Cordelius lanza un champiñón sombrío que atraviesa los muros y, al impactar, transporta a su objetivo al Reino de las sombras durante <c00cc00><VALUE1></c> segundos. Cordelius tiene un <c00cc00><VALUE2> %</c> más de velocidad de movimiento y la velocidad de su recarga es un <c00cc00><VALUE3></c> % más rápida en el Reino de las sombras.","Cordelius ampuu varjosienen, joka läpäisee muurit. Osuessaan se vie sekä kohteen että hänet itsensä varjomaailmaan <c00cc00><VALUE1></c> sekunniksi. Varjomaailmassa Cordelius liikkuu <c00cc00><VALUE2> %</c> nopeammin ja lataa <c00cc00><VALUE3> %</c> nopeammin.","Cordelius lance un champignon vénéneux qui traverse les murs. S'il touche une cible, elle est transportée avec lui au Royaume des ombres pendant <c00cc00><VALUE1></c> secondes. Dans le Royaume des ombres, Cordelius gagne <c00cc00><VALUE2> %</c> de vitesse de déplacement et <c00cc00><VALUE3> %</c> de vitesse de rechargement.","קורדליוס יורה פטריית-צל חודרת קירות, אשר בפגיעתה מעבירה אותו ואת מטרתו לתחום הצללים למשך <c00cc00><VALUE1></c> שניות. תנועתו של קורדליוס מהירה ב-<c00cc00>%<VALUE2></c> ומהירות הטעינה שלו גבוהה ב-<c00cc00>%<VALUE3></c> בתחום הצללים.","Cordelius menembakkan Jamur Bayangan yang mampu menembus tembok. Saat serangan ini mengenai lawan, dia beserta lawan akan berteleportasi ke Dunia Bayangan selama <c00cc00><VALUE1></c> detik. Di sana, kecepatan gerak Cordelius meningkat <c00cc00><VALUE2>%</c> dan kecepatan isi ulang meningkat <c00cc00><VALUE3>%</c>.","Cordelius spara un fungo d'ombra che attraversa le pareti. Se colpisce un bersaglio, sia lui che il nemico vengono trasportati nel Regno delle ombre per <c00cc00><VALUE1></c> secondi. Nel Regno delle ombre, la velocità di movimento di Cordelius aumenta del <c00cc00><VALUE2>%</c>, mentre quella di ricarica dei colpi del <c00cc00><VALUE3>%</c>.","壁を貫通する闇のキノコを発射し、命中すると自分と敵を<c00cc00><VALUE1></c>秒間、闇のテリトリーにワープさせる。テリトリー内では、自分の移動速度が<c00cc00><VALUE2>％</c>、リロード速度が<c00cc00><VALUE3>％</c>上昇する。","벽을 관통하는 그림자 버섯을 발사하여 명중한 적과 자신을 <c00cc00><VALUE1></c>초 동안 그림자 영역으로 이동시킵니다. 그림자 영역 내에 있는 동안 코델리우스의 이동 속도는 <c00cc00><VALUE2>%</c>, 재장전 속도는 <c00cc00><VALUE3>%</c> 증가합니다.","Cordelius menembak Cendawan Bayangan yang menembusi benteng serta memindahkan dia dan sasarannya ke Alam Bayangan selama <c00cc00><VALUE1></c> saat. Kelajuan pergerakan Cordelius di Alam Bayangan adalah <c00cc00><VALUE2>%</c> lebih tinggi dan kelajuan isi semula adalah <c00cc00><VALUE3>%</c> lebih cepat.","Cordelius schiet een schaduwpaddenstoel die door muren gaat en die bij impact hem en zijn doelwit overbrengt naar het Schaduwrijk gedurende <c00cc00><VALUE1></c> seconden. Cordelius kan <c00cc00><VALUE2>%</c> sneller bewegen en <c00cc00><VALUE3>%</c> sneller herladen in het Schaduwrijk.","Cordelius wystrzeliwuje mroczny grzyb, który przechodzi przez ściany i po trafieniu przenosi jego oraz jego cel do krainy cienia na <c00cc00><VALUE1></c> s. Cordelius ma <c00cc00><VALUE2>%</c> większą szybkość ruchu i <c00cc00><VALUE3>%</c> większą szybkość przeładowania, gdy jest w krainie cienia.","Um cogumelo sombrio atravessa muros. O Brawler atingido e Cordelius são levados ao Vale das Sombras por <c00cc00><VALUE1></c> segundos, onde Cordelius anda <c00cc00><VALUE2>%</c> mais rápido e seus disparos recarregam <c00cc00><VALUE3>%</c> mais depressa.","Корделиус стреляет теневым грибом, пробивающим стены и при попадании переносящим Корделиуса и его цель в царство теней на <c00cc00><VALUE1></c> с. Когда Корделиус находится в царстве теней, его скорость увеличивается на <c00cc00><VALUE2> %</c>, а перезарядка — на <c00cc00><VALUE3> %</c>.","คอร์ดีเลียสยิงเห็ดมิติลี้ลับซึ่งทะลุผ่านกำแพงและย้ายเขาและศัตรูที่ถูกยิงใส่เป็นยังอาณาจักรมิติลี้ลับเป็นเวลา <c00cc00><VALUE1></c> วินาที คอร์ดีเลียสจะเคลื่อนไหวได้เร็วขึ้น <c00cc00><VALUE2>%</c> และบรรจุกระสุนได้เร็วขึ้น <c00cc00><VALUE3>%</c> ขณะอยู่ในอาณาจักรมิติลี้ลับ","Cordelius'un ateşlediği gölge mantarı, duvarlardan geçip hem isabet ettiği hedefi hem de kendini <c00cc00><VALUE1></c> saniyeliğine gölge alemine ışınlar. Gölge aleminde Cordelius'un hareket hızı <c00cc00>%<VALUE2></c> daha fazladır ve atışlarını <c00cc00>%<VALUE3></c> daha hızlı doldurur.","Cordelius bắn ra một cây Nấm hắc ám có thể xuyên qua tường chắn. Khi trúng mục tiêu, cây nấm này sẽ dịch chuyển cả mục tiêu và Cordelius đến Lãnh địa hắc ám trong <c00cc00><VALUE1></c> giây. Cordelius có tốc độ di chuyển nhanh hơn <c00cc00><VALUE2>%</c> và tốc độ nạp đạn nhanh hơn <c00cc00><VALUE3>%</c> trong Lãnh địa hắc ám."
"TID_EMOTE_BUNDLE_CROW_PHOENIX_PACK","Phoenix Crow Pin Pack","باقة تعبيرات كرو الناري","凤凰火鸦表情礼包","鳳凰表情特惠包","Phönix-Crow-Pinpaket","Lote de reacciones de Crow fénix","Feeniks-Crow´n merkkipaketti","Pack d'émotes Corbac le phénix","חבילת סיכות של קרואו עוף החול","Paket Pin Crow Feniks","Pacc. reazioni di Corvo fenice","不死鳥 クロウ ピンズパック","불사조 크로우 핀 팩","Pek Pin Crow Phoenix","Reactiepakket van Feniks-Crow","Pakiet odznak Feniksa Kruka","Pacote de reações do Corvo Fênix","Набор значков «Ворон-феникс»","แพ็คอีโมจิฟีนิกซ์โครว","Anka Crow Rozet Paketi","Gói Huy hiệu Quạ Phượng Hoàng"
"TID_DUELIST_DESC","Gardener and caretaker of the Enchanted Forest. Obsesses over mushrooms and is hostile towards strangers.","بستاني وراعي الغابات المسحورة. يُعرف عنه هوسه بالفطر، ومعاداته تجاه الغرباء.","魔法森林的园丁和看守人。痴迷蘑菇，对陌生人充满敌意。","魔法森林的園丁和看守人。瘋狂熱愛蘑菇，對陌生人充滿敵意。","Gärtner des Verzauberten Waldes. Liebt Pilze und hasst Eindringlinge.","Cordelius es el jardinero y guardián del bosque encantado. Le chiflan los champiñones y es hostil con los desconocidos.","Lumotun metsän puutarhuri ja hoitaja. Hulluna sieniin ja vihamielinen muukalaisia kohtaan.","Jardinier et paysagiste dans la Forêt enchantée. Il adooore les champignons, mais beaucoup moins les inconnus.","גנן ומטפל ביער המכושף. אובססיבי לפטריות ועוין לזרים.","Si penjaga dan juru kunci Belantara Abrakadabra ini punya obsesi dengan jamur. Jika dia baru bertemu denganmu, mungkin dia akan bersikap sedikit dingin.","È il giardiniere e custode della Foresta incantata. Va matto per i funghi e non ha molta confidenza con gli estranei.","不思議の森を管理する園芸家。キノコに目がないが、見知らぬ訪問者は容赦なく追い返すぞ！","마법에 걸린 숲의 정원사이자 관리인입니다. 버섯에 아주 진심이며 낯선 사람을 보면 적대적으로 돌변합니다.","Penanam dan penjaga Hutan Fantasi yang obsesi dengan cendawan dan bersikap bermusuhan terhadap orang asing.","De tuinier en conciërge van het Betoverd bos. Hij is geobsedeerd door paddenstoelen en gedraagt zich vijandig tegen vreemden.","Ogrodnik i opiekun Zaczarowanego Lasu. Ma obsesję na punkcie grzybów i jest wrogo nastawiony do nieznajomych.","Ele é jardineiro e cuidador da Floresta Encantada e não se dá muito bem com estranhos. Obcecado por cogumelos.","Садовник, ухаживающий за Зачарованным лесом. Обожает грибы и враждебно относится к незнакомцам.","คนสวนและผู้ดูแลป่ารุ่งโรจน์ เขาคลั่งไคล้เห็ดและไม่เป็นมิตรกับคนแปลกหน้า","Sihirli ormanın bakıcısı ve bekçisi. Mantarlara bayılır, yabancılarıysa hiç sevmez.","Vừa là người làm vườn vừa là người bảo vệ của Khu rừng kỳ bí. Ông ta rất thích nấm và rất ghét người lạ."
"TID_REVIVER_WEAPON_DESC","Fresh food for friends, expired for others. Heals allies and damages enemies the closer they are to you.","طعام طازج للأصدقاء، ووجبة تمزق أمعاء الأعداء. تعالج الحلفاء وتلحق الضرر بالأعداء كلما اقتربوا منك.","给敌人过期食品，给朋友新鲜美味！道格治疗友军并攻击敌人，距离越近，治疗量和伤害就越高。","新鮮的給朋友，過期的給敵人！道格治療友軍並攻擊敵人，距離越近，治療量和傷害就越高。","Frisches für Freunde, Abgelaufenes für alle anderen. Heilt Verbündete und fügt Gegnern abhängig von ihrer Entfernung Schaden zu.","A los amigos, comida fresca; a los demás, caducada. Cura a los aliados e inflige daño a los enemigos cuanto más cerca estén.","Tuoretta ruokaa kavereille ja pilaantunutta kaikille muille. Parantaa liittolaisia ja vahingoittaa vastustajia sitä enemmän, mitä lähempänä sinua he ovat.","Des ingrédients frais pour les amis, des périmés pour les autres. Soigne les alliés et inflige des dégâts aux ennemis en fonction de leur proximité avec lui.","לחברים - האוכל טרי, לאחרים - פג תוקפו. מרפא בעלי ברית ופוגע באויבים ככל שהם קרובים יותר.","Makanan segar untuk menyembuhkan kawan, makanan basi untuk memberi kerusakan bagi lawan. Makin dekat lawan, makin besar kerusakan.","Una bontà per gli amici, un pugno nello stomaco per i nemici. Questo attacco cura gli alleati e danneggia gli avversari a seconda di quanto Doug è vicino a loro.","味方にとっては絶品料理だが、敵にとっては毒！？味方を回復し、敵にはダメージを与える。自分との距離が近いほど効果が上昇する。","아군에겐 든든한 음식을, 적에게는 상한 음식을 줍니다. 자신과 가까울수록 아군을 더 많이 치유하고 적에게는 더 큰 피해를 줍니다.","Makanan segar untuk menyembuhkan rakan anda, makanan tamat tempoh untuk merosakkan yang lain. Menyembuhkan sekutu dan semakin dekat musuh dengan anda, lagi besar kerosakan dikenakan.","Vers eten voor vrienden, bedorven eten voor vijanden. Bondgenoten genezen en vijanden lopen schade op hoe dichter ze zich in de buurt van Doug bevinden.","Świeże jedzenie dla przyjaciół, przeterminowane dla innych. Leczy sojuszników i razi wrogów tym bardziej, im bliżej nich jesteś.","Comida fresquinha para seus aliados e estragada para os inimigos. Quanto mais perto outros Brawlers estiverem, mais cura aliados recebem e mais dano inimigos sofrem.","Для друзей еда свежая, а для врагов — просроченная. Исцеляет союзников и наносит урон противникам, причём чем они ближе, тем сильнее эффект.","อาหารสดใหม่สำหรับเพื่อนแต่หมดอายุสำหรับคนอื่น รักษาพันธมิตรและสร้างความเสียหายให้กับศัตรู ยิ่งใกล้ก็ยิ่งได้รับผลมากขึ้น","Dostlara taze, düşmanlara bayat sosisler. Takım arkadaşlarını iyileştirir, rakiplere hasar verir. Aradaki mesafe kısaldıkça etkisi artar.","Đồ ăn thơm ngon dành cho đồng minh và đồ ăn ôi thiu dành cho kẻ địch. Hồi máu cho đồng minh và gây sát thương lên những kẻ địch đứng gần."
"TID_REVIVER_ULTI_DESC","A special spiced up hot dog for a target ally or Doug himself. When a buffed Brawler is defeated they will come back with <c00cc00><VALUE1>%</c> health after a short delay.","شطيرة نقانق بالخلطة السرية ليتناولها دوج أو حلفاؤه. عند تعرض بطل للهزيمة بعد تناولها، فإنه يعود إلى المواجهة بنسبة <c00cc00><VALUE1></c>% من الصحة بعد فترة قصيرة.","道格为自己或友军制作一根特殊的加料热狗，获得热狗的英雄若被击倒，会在短暂延迟后复活。英雄复活时具有<c00cc00><VALUE1>%</c>的生命值。","道格為自己或友軍做1根特製熱狗，獲得熱狗的英雄若被擊倒，會在短暫延遲後復活。英雄復活時具有<c00cc00><VALUE1>%</c>的生命值。","Ein Hotdog mit Spezialgewürzen für Doug oder einen Verbündeten. Wird ein Brawler nach dem Verzehr besiegt, wird er nach kurzer Zeit mit <c00cc00><VALUE1> %</c> seiner Trefferpunkte wiederbelebt.","Un perrito caliente picante especial marchando para un objetivo aliado o Doug. Cuando se derrota a un brawler fortalecido, este volverá con un <c00cc00><VALUE1> %</c> de salud tras unos instantes.","Mausteinen erikoishodari kohdeliittolaiselle tai Dougille itselleen. Kun tehostuksen saanut rämäpää tyrmätään, hän palaa lyhyen viiveen jälkeen <c00cc00><VALUE1> %:lla</c> elinvoimastaan.","Un hot-dog préparé spécialement pour un allié ou Doug lui-même. Lorsqu'un brawler boosté est vaincu, il réapparaît avec <c00cc00><VALUE1> %</c> de santé après un court délai.","נקניקייה מתובלת מיוחדת לבעל ברית שהוגדר כמטרה, או לדאג עצמו. כאשר בראולר מחוזק מובס, הוא יחזור עם <c00cc00>%<VALUE1></c> יחידות בריאות לאחר עיכוב קצר.","Hot Dog dengan bumbu spesial untuk rekan atau Doug sendiri. Saat Jagoan yang menikmati santapan ini tumbang, Jagoan tersebut akan kembali dengan kesehatan ekstra sebesar <c00cc00><VALUE1></c> setelah jeda singkat.","Un hot dog speciale e bello piccante per Doug o uno dei suoi alleati. Se il brawler che lo ha mangiato viene eliminato, sarà resuscitato dopo una breve pausa col <c00cc00><VALUE1>%</c> di salute.","スパイスの効いた特製ホットドッグを味方または自分自身にふるまう。効果を受けたキャラクターが倒されてから少し経過すると、<c00cc00><VALUE1>％</c>のHPで復活する。","아군이나 더그 자신을 위한 매운맛 핫도그를 준비했습니다. 효과를 받은 브롤러가 처치되면, 잠시 후 <c00cc00><VALUE1>%</c>의 HP를 가지고 부활합니다.","Satu sosej berempah untuk rakan terpilih atau Doug sendiri. Apabila brawler yang diperkuat ditewaskan, dia akan kembali dengan <c00cc00><VALUE1>%</c> nilai nyawa selepas seketika.","Een speciale, gekruide hotdog om een bondgenoot of Doug zichzelf te versterken. Wanneer de versterkte knokker wordt verslagen, keert deze terug met <c00cc00><VALUE1>%</c> gezondheid na een korte vertraging.","Specjalny pikantny hot dog dla docelowego sojusznika lub samego Douga. Gdy wzmocniony Zadymiarz zostanie pokonany, po krótkim czasie wróci z <c00cc00><VALUE1>%</c> pkt życia.","Um cachorro-quente com molho especial para um aliado ou o próprio Doug. Quando um Brawler melhorado com esse cachorro-quente for derrotado, ele volta com <c00cc00><VALUE1>%</c> de saúde após um pequeno intervalo.","Особый хот-дог для союзника или самого Дага. Если боец, получивший хот-дог, оказывается побеждён, то после небольшого перерыва он воскресает с <c00cc00><VALUE1> %</c> здоровья.","ฮอตด็อกสูตรเครื่องเทศพิเศษสำหรับเป้าหมายที่เป็นพันธมิตรหรือสำหรับตัวดั๊กเอง เมื่อบรอว์เลอร์ที่ได้รับบัฟพ่ายแพ้ เขาจะฟื้นคืนชีพมาพร้อมกับพลังชีวิต <c00cc00><VALUE1>%</c> หลังดีเลย์สั้นๆ","Doug'ın kendisi veya dostları için özel hazırladığı bir sosisli sandviç. Bu sandviçle güçlendirilen takım arkadaşları, yok edildikten kısa bir süre sonra <c00cc00>%<VALUE1></c> sağlıkla canlanırlar.","Bánh mì xúc xích có tẩm gia vị đặc biệt dành cho một đồng minh nhất định hoặc cho riêng Doug. Khi một Chiến binh Brawl được tăng sức mạnh bị tiêu diệt, chiến binh này sẽ quay lại trận chiến với <c00cc00><VALUE1>%</c> máu sau một khoảng thời gian ngắn."
"TID_TOPDOG_WIN","YOU ARE THE WIENER!","أنت الخاسر!","您是胜利者！","你是勝利者！","DU BIST DER GEWIENER!","¡ERES EL GANADOR!","HELPPO NAKKI!","SUPER SAUCISSE !","אין כמוך!","KAULAH PEMENANGNYA!","SEI IL VINCITORE!","あなたが勝者です！","승리!","SEMEMANGNYA SOSEJ HEBAT!","JIJ BENT DE TOPDOG!","JESTEŚ ZWYCIĘZCĄ!","VOCÊ É O VENCEDOR!","ПОБЕДА!","คุณคือไส้กรอกเบอร์หนึ่ง!","KAZANDIN!","BẠN LÀ NGƯỜI CHIẾN THẮNG!"
"TID_BIG_BRAIN_CORDELIUS_SKIN","SPOREMIND CORDELIUS","كوديليوس ذو العقل الطفيلي","孢子之心科迪琉斯","孢子思維","SPORENHIRN CORDELIUS","CORDELIUS MENTE DE ESPORAS","TUHOLAISSIENI-CORDELIUS","CORDELIUS SPORAGINEUX","קורדליוס מוח נבגים","CORDELIUS SPORA","CORDELIUS FUNGO PARASSITA","キノコ頭 コーデリアス","스포어마인드 코델리우스","CORDELIUS SPORA","GEPARASITEERDE CORDELIUS","ZARODNIKOWY CORDELIUS","CORDELIUS MENTE-ESPORO","ГРИБ-ПАРАЗИТ КОРДЕЛИУС","คอร์ดีเลียส เห็ดจอมบงการ","MANTAR SPOR CORDELIUS","CORDELIUS BÀO TỬ"
"TID_BIG_BRAIN_CORDELIUS_SKIN_SHOP","SPOREMIND\nCORDELIUS","كوديليوس\nذو العقل الطفيلي","孢子之心\n科迪琉斯","孢子思維","SPORENHIRN\nCORDELIUS","CORDELIUS\nMENTE DE ESPORAS","TUHOLAISSIENI-\nCORDELIUS","CORDELIUS\nSPORAGINEUX","קורדליוס\nמוח נבגים","CORDELIUS\nSPORA","CORDELIUS\nFUNGO PARASSITA","キノコ頭\nコーデリアス","스포어마인드 코델리우스","CORDELIUS\nSPORA","GEPARASITEERDE\nCORDELIUS","ZARODNIKOWY\nCORDELIUS","CORDELIUS\nMENTE-ESPORO","ГРИБ-ПАРАЗИТ\nКОРДЕЛИУС","คอร์ดีเลียส\nเห็ดจอมบงการ","MANTAR SPOR\nCORDELIUS","CORDELIUS\nBÀO TỬ"
"TID_TITLE_MASTERY_DOUG","Wiener","الحرّاق","热狗大王","熱狗大亨","Wiener","Salchicha","Nakki","'Tite saucisse","נקניקייה","Tinggal Hap","Paninaro top","創生児","킹소시지","Sosej Meletup","Hansworst","Zwyżerca","Salsichão","Сосиска","ผู้ชนะสิบแท่ง","Sosis Ustası","Xúc xích"
